1649784204.000000, 1649784204.000000, 1649784204.000000
32.000000, 32.000000, 32.000000
-20,-57,24
-19,-57,21
-21,-55,19
-22,-51,17
-21,-48,16
-20,-47,18
-22,-47,23
-23,-47,26
-29,-49,29
-31,-49,29
-36,-53,25
-37,-54,23
-34,-55,18
-31,-54,17
-30,-54,17
-30,-54,19
-27,-54,21
-29,-55,21
-31,-58,23
-32,-56,25
-32,-57,25
-28,-51,25
-27,-51,23
-37,-48,14
-42,-45,5
-36,-47,6
-28,-46,11
-24,-46,13
-28,-52,18
-40,-56,11
-38,-58,4
-39,-58,1
-31,-54,6
-31,-55,4
-40,-55,-3
-44,-57,-2
-37,-58,6
-44,-61,1
-35,-59,5
-25,-59,13
-30,-55,10
-33,-52,17
-45,-48,10
-7,-53,31
-36,-46,14
-29,-41,19
-14,-44,27
-18,-42,25
-43,-40,18
-21,-42,30
-34,-52,24
-40,-56,26
-34,-57,26
-38,-58,22
-38,-52,20
-34,-48,21
-35,-48,21
-35,-48,18
-35,-50,19
-34,-52,17
-34,-51,15
-35,-50,16
-36,-49,18
-37,-47,20
-38,-47,19
-39,-47,19
-41,-46,17
-40,-46,16
-41,-45,17
-42,-46,17
-43,-47,18
-43,-47,18
-44,-47,17
-43,-46,16
-42,-46,17
-42,-46,18
-44,-46,19
-43,-46,22
-43,-45,22
-45,-44,21
-44,-44,21
-43,-43,21
-43,-42,21
-43,-42,22
-42,-42,23
-42,-42,24
-43,-43,22
-42,-44,22
-39,-49,22
-38,-51,22
-37,-48,23
-36,-46,24
-32,-45,27
-30,-47,27
-31,-49,25
-32,-49,24
-32,-49,24
-30,-49,25
-30,-50,26
-30,-50,26
-30,-49,27
-30,-49,29
-30,-49,30
-31,-51,28
-30,-50,28
-29,-49,28
-29,-48,29
-28,-49,30
-28,-51,31
-29,-51,32
-29,-50,30
-29,-50,30
-29,-50,29
-29,-50,28
-29,-50,27
-29,-49,26
-29,-50,25
-30,-49,24
-30,-50,24
-27,-50,26
-26,-50,28
-27,-49,30
-26,-50,30
-28,-51,28
-29,-52,27
-29,-52,25
-30,-52,24
-30,-52,25
-30,-51,25
-31,-50,24
-29,-50,23
-29,-51,24
-28,-52,23
-28,-52,24
-30,-52,27
-30,-52,28
-28,-50,28
-28,-50,26
-28,-50,25
-29,-51,27
-29,-51,27
-29,-51,25
-30,-50,25
-30,-51,27
-30,-52,27
-29,-51,26
-29,-51,25
-30,-51,25
-30,-51,25
-29,-50,25
-29,-50,26
-29,-50,26
-29,-50,26
-29,-50,27
-29,-50,27
-29,-50,27
-29,-50,29
-29,-50,29
-29,-49,28
-29,-50,28
-29,-50,28
-28,-51,29
-28,-51,29
-27,-49,29
-26,-48,29
-28,-49,32
-27,-50,32
-28,-52,29
-28,-51,27
-25,-50,25
-24,-49,27
-24,-48,29
-24,-47,33
-25,-46,35
-25,-49,39
-25,-49,39
-24,-48,39
-24,-47,39
-22,-45,39
-22,-44,39
-20,-42,39
-20,-45,40
-19,-46,40
-22,-46,38
-22,-46,37
-22,-44,36
-23,-44,35
-23,-43,33
-24,-43,33
-26,-45,36
-31,-46,38
-32,-47,37
-31,-48,33
-31,-49,31
-32,-49,28
-33,-48,24
-31,-50,23
-30,-49,23
-33,-48,27
-32,-47,29
-35,-47,24
-35,-47,19
-35,-46,18
-37,-45,17
-36,-46,17
-37,-48,17
-37,-49,19
-38,-49,19
-37,-48,19
-39,-44,20
-40,-41,22
-42,-37,21
-45,-40,27
-48,-41,30
-49,-41,30
-48,-40,30
-46,-37,33
-46,-35,33
-45,-32,33
-45,-31,33
-46,-30,34
-47,-30,34
-46,-32,33
-47,-31,32
-48,-31,32
-47,-30,31
-47,-30,31
-50,-30,30
-49,-31,30
-49,-33,29
-49,-33,30
-45,-35,35
-41,-33,41
-29,-31,56
-24,-27,66
-31,-21,70
-36,-15,83
-51,-20,81
-82,-28,57
-55,-31,64
-66,-19,65
-74,-29,60
-48,-11,63
-35,-6,54
-29,-6,52
-40,-3,45
-32,-6,40
-10,-9,28
-5,-16,29
4,-41,44
1,-49,46
-25,-62,48
-12,-51,54
-2,-33,47
-14,-29,39
-2,-23,51
-4,-21,62
7,-19,72
-26,-19,49
-26,-18,53
-4,-13,59
-5,-17,58
-7,-18,57
-6,-18,58
-4,-24,58
0,-26,54
-2,-31,50
-20,-38,47
-30,-45,38
-7,-51,54
-4,-49,55
-16,-43,45
-19,-38,44
-10,-24,47
-14,-6,47
-23,1,50
-13,-1,69
-15,-2,65
-16,-3,63
-12,-10,69
-26,-9,66
-36,-8,61
-35,-8,66
-38,-8,70
-34,-2,62
-26,-2,65
-27,-5,66
-24,-9,55
-19,-13,56
-17,-25,60
-15,-27,59
-25,-30,57
-25,-33,58
-26,-33,61
-29,-35,66
-33,-38,74
-57,-28,69
-63,-22,68
-67,-9,51
-74,0,40
-76,7,26
-61,7,24
-39,13,27
-31,14,27
-18,17,26
-16,18,28
-17,19,34
-22,25,32
-26,27,32
-23,31,36
-31,32,31
-33,37,38
-27,38,43
-23,39,47
-20,41,45
-44,43,30
-36,46,27
-35,49,27
-34,44,27
-36,44,29
-40,42,26
-41,45,25
-39,43,25
-36,41,28
-38,38,28
-38,36,30
-51,36,32
-26,34,22
-10,37,19
13,35,26
16,25,28
-22,10,9
-37,9,1
-15,-8,16
-19,-30,27
-39,-59,30
-45,-50,31
-65,-70,7
-65,-82,33
-62,-79,35
-48,-73,29
-43,-81,29
-26,-79,38
-27,-82,37
-22,-78,33
-20,-78,30
-14,-71,26
-13,-70,25
-14,-69,23
-15,-66,20
-15,-65,18
-14,-66,20
-16,-66,19
-15,-63,14
-13,-62,13
-16,-65,16
-16,-65,12
-13,-65,13
-17,-70,17
-15,-71,15
-27,-67,27
-31,-66,26
-24,-56,28
-25,-53,30
-34,-44,31
-39,-45,29
-32,-42,33
-28,-41,35
-32,-40,38
-29,-40,43
-30,-40,43
-34,-38,44
-35,-35,46
-32,-29,47
-26,-19,47
-23,0,49
-25,4,45
-23,12,44
-17,2,48
-11,1,34
2,-18,32
-10,-36,40
-24,-76,52
-30,-75,61
-35,-47,52
-20,-40,55
-35,-29,52
-26,-28,53
-22,-27,51
-31,-24,59
-29,-25,52
-18,-27,46
-33,-25,44
-50,-22,51
-44,-21,49
-45,-20,46
-47,-17,40
-62,-11,34
-60,-6,40
-63,-11,33
-38,-7,-6
-13,-19,-20
-63,-23,-14
-50,-32,-3
-54,-32,-24
-33,-36,-22
-26,-48,-28
-49,-58,-30
-37,-61,-21
-40,-65,-35
-35,-64,-29
-63,-62,-37
-56,-60,-46
-46,-58,-40
-45,-62,-36
-39,-64,-34
-34,-68,-29
-54,-61,-13
-50,-59,-13
-21,-52,-10
-20,-36,-20
-18,-33,-26
-8,-23,-33
-11,-27,-34
-6,-37,-26
-5,-44,-28
-9,-59,-29
-16,-57,-30
-29,-69,-34
-31,-68,-40
-27,-58,-37
-21,-72,-40
8,-67,-20
3,-65,-36
-15,-62,-42
-9,-53,-26
-9,-54,-32
-13,-50,-34
-10,-49,-34
-6,-47,-42
-10,-47,-40
-10,-62,-26
-14,-58,-38
-13,-60,-37
-12,-56,-18
-12,-59,-17
-27,-43,-41
-28,-40,-50
-14,-40,-46
-24,-33,-52
-8,-37,-37
-5,-52,-22
-6,-60,-12
-14,-58,-36
-28,-53,-40
-6,-63,-27
-26,-51,-42
-30,-43,-45
-26,-42,-40
-29,-48,-32
-20,-54,-27
-16,-58,-22
-26,-59,-29
-32,-56,-32
-25,-46,-20
-18,-52,-14
-27,-46,-9
-33,-48,-11
-37,-56,-22
-35,-63,-24
-40,-55,-20
-35,-50,-13
-28,-48,-8
-35,-61,-14
-31,-65,-10
-32,-72,-16
-33,-67,-14
-28,-57,8
-31,-55,11
-32,-45,19
-25,-41,35
-30,-38,29
-46,-36,12
-27,-31,-13
-7,-32,5
-7,-58,11
-41,-86,13
-47,-109,16
-24,-113,27
-12,-98,34
-17,-71,28
-18,-64,19
-26,-40,2
-22,-36,7
-22,-33,8
-8,-33,6
1,-36,13
-3,-48,21
-4,-55,25
-19,-63,20
-26,-65,17
-33,-64,6
-34,-62,8
-25,-63,11
-18,-64,17
-14,-66,19
-10,-68,22
-11,-69,21
-6,-68,21
-5,-67,17
-7,-58,12
-12,-57,10
-19,-57,8
-23,-60,7
-23,-69,8
-12,-80,9
-5,-78,9
1,-70,11
-1,-70,9
-5,-70,5
-8,-68,2
-13,-66,1
-13,-63,0
-11,-59,3
-9,-55,3
-8,-53,4
-10,-49,3
-10,-48,3
-10,-54,3
-9,-60,4
-8,-75,9
-5,-74,9
-2,-69,8
0,-66,7
-2,-63,6
-8,-59,4
-11,-59,2
-13,-60,3
-12,-62,4
-10,-65,6
-9,-68,6
-10,-73,13
-7,-73,12
-5,-72,12
-12,-70,9
-11,-66,8
-17,-65,9
-18,-64,11
-17,-56,14
-20,-59,14
-4,-59,17
1,-57,20
-6,-59,12
-13,-59,8
-15,-63,11
-18,-61,5
-14,-62,12
-7,-61,19
-8,-59,18
-12,-59,15
-12,-59,14
-11,-60,13
-9,-60,11
-7,-61,11
-8,-61,13
-10,-58,15
-11,-58,16
-12,-66,18
-11,-75,18
-10,-74,17
-9,-66,14
-9,-63,12
-10,-60,10
-11,-60,10
-13,-59,11
-13,-58,11
-12,-58,11
-13,-57,11
-13,-57,10
-15,-56,8
-15,-57,7
-16,-59,6
-15,-61,6
-14,-62,8
-14,-63,8
-16,-62,10
-16,-61,10
-17,-61,12
-14,-65,14
-13,-65,14
-8,-68,16
-5,-70,16
-3,-70,16
-4,-69,15
-8,-69,13
-9,-69,12
-9,-72,9
-9,-72,7
-9,-71,5
-8,-68,2
-9,-67,2
-12,-62,2
-12,-61,3
-10,-56,4
-9,-56,5
-8,-56,6
-8,-55,9
-8,-52,14
-6,-51,16
-5,-52,18
-2,-58,18
-1,-61,17
-5,-65,18
-7,-67,18
-10,-70,18
-10,-73,18
-8,-75,18
-7,-74,18
-8,-70,16
-10,-65,15
-12,-64,14
-14,-61,14
-14,-61,14
-14,-60,16
-13,-60,17
-12,-60,17
-10,-62,17
-8,-63,20
-7,-64,20
0,-64,20
-4,-65,29
-2,-61,30
2,-59,27
-4,-58,26
-10,-55,29
-12,-56,30
-12,-56,28
-19,-57,30
-17,-54,36
-23,-57,38
-32,-58,35
-40,-55,34
-42,-54,32
-43,-51,32
-42,-47,32
-39,-41,30
-38,-37,29
-42,-34,28
-44,-31,27
-56,-24,21
-52,-16,26
-53,-13,24
-51,-10,20
-49,-9,18
-41,-9,21
-38,-10,21
-36,-24,23
-47,-29,24
-49,-31,32
-47,-33,34
-94,-62,65
-8,-23,51
-35,-19,40
-48,-11,48
-55,-4,46
-55,0,43
-52,-1,42
-47,-5,44
-47,-7,43
-47,-6,43
-51,-7,40
-46,-7,44
-49,-5,41
-49,-6,41
-48,-5,42
-50,-5,41
-50,-5,40
-50,-5,41
-48,-4,42
-48,-4,42
-49,-4,41
-49,-4,40
-50,-4,41
-50,-2,41
-50,-3,41
-50,-4,41
-49,-4,42
-48,-6,43
-47,-7,46
-52,-8,47
-61,-11,45
-98,-19,38
-116,-8,39
-112,1,40
-89,21,31
-78,27,29
-52,34,24
-40,35,21
-25,38,12
-22,41,13
-15,40,15
-1,43,19
-6,46,12
-16,43,9
-5,39,15
-11,37,21
-10,29,23
1,17,25
6,2,35
12,-21,44
18,-27,49
11,-45,47
9,-59,47
9,-57,49
-3,-62,41
-7,-52,44
3,-48,46
13,-51,45
8,-56,49
29,-65,64
-10,-75,55
-4,-85,64
9,-64,66
4,-58,63
-3,-59,60
-2,-50,55
-6,-42,53
-9,-35,53
-6,-34,52
-3,-24,50
-5,-15,48
-3,-7,44
-2,3,43
6,14,36
12,22,29
12,27,25
13,31,26
16,30,28
2,30,26
12,30,24
15,27,21
5,29,20
4,20,42
-3,14,51
-7,3,73
-10,-13,89
-19,-14,84
-40,-21,82
-43,-22,82
-41,-18,79
-49,-34,99
-26,12,76
-17,1,61
-27,4,46
-34,-7,60
-37,-7,60
-23,-10,66
-23,-18,70
-43,-41,71
-27,-41,77
-16,-31,76
-12,-24,70
-9,-8,59
-10,-3,52
-5,14,43
-12,23,33
-17,29,29
-15,30,26
-14,30,25
-23,25,19
-28,22,22
-65,5,28
-72,0,33
-76,8,32
-72,-7,37
-67,-11,43
-65,-14,53
-62,-16,49
-54,-31,58
-47,-30,57
-44,-25,43
-35,-22,43
-19,-44,60
-48,-42,43
-35,-32,47
-45,-21,41
-45,-24,47
-35,-20,55
-33,-16,48
-51,-24,40
-48,-17,41
-42,-18,40
-44,-19,39
-47,-18,42
-46,-17,41
-46,-18,37
-47,-18,44
-49,-15,40
-48,-18,38
-47,-16,41
-49,-16,41
-50,-14,39
-48,-16,38
-49,-15,37
-51,-15,37
-51,-15,36
-50,-15,38
-48,-9,41
-54,-11,42
-41,-10,37
-47,-9,34
-55,-19,46
-42,-8,47
-51,-18,29
-53,-15,29
-50,-16,48
-50,-16,42
-50,-18,38
-48,-19,40
-48,-18,38
-48,-19,36
-47,-19,37
-48,-19,36
-48,-19,36
-49,-20,36
-47,-19,38
-47,-19,39
-46,-18,38
-47,-21,38
-48,-19,39
-47,-20,39
-47,-21,39
-46,-21,39
-47,-22,37
-46,-23,36
-48,-22,38
-47,-22,38
-46,-24,38
-46,-24,37
-44,-24,37
-43,-25,36
-47,-25,35
-46,-24,38
-47,-24,37
-47,-24,36
-47,-24,36
-50,-23,36
-48,-23,36
-49,-23,34
-50,-24,33
-49,-24,34
-49,-24,35
-48,-24,35
-49,-24,35
-48,-24,35
-49,-25,35
-50,-24,34
-46,-26,35
-49,-25,30
-53,-25,27
