1649878361.000000, IBI
81.656250,0.734375
82.406250,0.750000
83.187500,0.781250
83.968750,0.781250
838.046875,0.812500
845.859375,0.656250
846.500000,0.640625
847.140625,0.640625
890.234375,0.671875
890.906250,0.671875
891.640625,0.734375
892.359375,0.718750
895.390625,0.546875
906.062500,0.703125
906.828125,0.765625
921.250000,0.671875
928.453125,0.625000
929.125000,0.671875
929.812500,0.687500
930.468750,0.656250
931.125000,0.656250
931.781250,0.656250
932.421875,0.640625
936.109375,0.578125
936.687500,0.578125
937.265625,0.578125
937.828125,0.562500
938.406250,0.578125
939.000000,0.593750
939.671875,0.671875
940.437500,0.765625
941.234375,0.796875
942.109375,0.875000
942.968750,0.859375
943.781250,0.812500
944.546875,0.765625
951.187500,0.812500
952.015625,0.828125
952.812500,0.796875
953.484375,0.671875
954.328125,0.843750
955.031250,0.703125
955.703125,0.671875
956.375000,0.671875
957.062500,0.687500
957.796875,0.734375
958.453125,0.656250
959.156250,0.703125
962.796875,0.765625
963.515625,0.718750
964.218750,0.703125
964.906250,0.687500
965.593750,0.687500
966.312500,0.718750
967.062500,0.750000
967.812500,0.750000
968.578125,0.765625
969.406250,0.828125
970.171875,0.765625
970.921875,0.750000
971.656250,0.734375
972.359375,0.703125
973.046875,0.687500
973.750000,0.703125
974.484375,0.734375
975.250000,0.765625
976.000000,0.750000
976.734375,0.734375
977.453125,0.718750
978.203125,0.750000
978.921875,0.718750
979.640625,0.718750
980.359375,0.718750
981.140625,0.781250
981.968750,0.828125
988.375000,0.703125
988.953125,0.578125
992.984375,0.812500
993.765625,0.781250
994.500000,0.734375
995.218750,0.718750
995.937500,0.718750
996.625000,0.687500
997.343750,0.718750
998.046875,0.703125
998.796875,0.750000
999.593750,0.796875
1000.359375,0.765625
1003.828125,0.593750
1004.640625,0.812500
1005.281250,0.640625
1006.031250,0.750000
1006.718750,0.687500
1007.453125,0.734375
1008.187500,0.734375
1008.921875,0.734375
1009.656250,0.734375
1010.437500,0.781250
1011.234375,0.796875
1012.046875,0.812500
1012.937500,0.890625
1013.781250,0.843750
1014.609375,0.828125
1015.421875,0.812500
1016.203125,0.781250
1016.984375,0.781250
1017.765625,0.781250
1018.515625,0.750000
1019.109375,0.593750
1019.937500,0.828125
1020.640625,0.703125
1021.375000,0.734375
1022.203125,0.828125
1023.046875,0.843750
1023.875000,0.828125
1024.656250,0.781250
1025.421875,0.765625
1026.140625,0.718750
1026.843750,0.703125
1027.546875,0.703125
1028.281250,0.734375
1028.921875,0.640625
1033.406250,0.734375
1034.156250,0.750000
1034.781250,0.625000
1035.640625,0.859375
1036.359375,0.718750
1037.109375,0.750000
1037.921875,0.812500
1038.734375,0.812500
1039.500000,0.765625
1040.203125,0.703125
1040.968750,0.765625
1041.656250,0.687500
1042.343750,0.687500
1043.031250,0.687500
1043.718750,0.687500
1044.421875,0.703125
1045.156250,0.734375
1045.906250,0.750000
1046.640625,0.734375
1047.390625,0.750000
1048.156250,0.765625
1048.906250,0.750000
1049.671875,0.765625
1053.984375,0.750000
1054.750000,0.765625
1055.531250,0.781250
1056.328125,0.796875
1057.156250,0.828125
1058.015625,0.859375
1058.859375,0.843750
1059.703125,0.843750
1060.546875,0.843750
2001.828125,0.640625
2131.859375,0.750000
2167.031250,0.765625
2167.781250,0.750000
2168.531250,0.750000
2169.250000,0.718750
2169.921875,0.671875
2170.625000,0.703125
2171.328125,0.703125
2172.000000,0.671875
2448.718750,0.656250
2449.421875,0.703125
2450.093750,0.671875
2450.781250,0.687500
2457.812500,0.578125
2458.437500,0.625000
2459.046875,0.609375
2459.718750,0.671875
2460.437500,0.718750
2461.187500,0.750000
2461.984375,0.796875
2597.984375,0.718750
2598.625000,0.640625
2614.718750,0.687500
2615.390625,0.671875
2616.031250,0.640625
2708.109375,0.625000
2738.218750,0.671875
2763.421875,0.765625
2779.562500,0.671875
2798.171875,0.687500
2798.843750,0.671875
2799.546875,0.703125
3028.296875,0.796875
3029.078125,0.781250
3029.875000,0.796875
3030.671875,0.796875
3031.484375,0.812500
3032.312500,0.828125
3080.171875,0.718750
3080.890625,0.718750
3081.609375,0.718750
3082.343750,0.734375
3083.078125,0.734375
3083.843750,0.765625
3084.640625,0.796875
3085.437500,0.796875
3086.296875,0.859375
3087.093750,0.796875
3087.890625,0.796875
3088.656250,0.765625
3089.406250,0.750000
3104.203125,0.750000
3104.937500,0.734375
3105.796875,0.859375
3113.531250,0.781250
